,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,raga
1190,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-37,0.026328329,0.18572983,2018.2853091881466,1722.2770478552281,3493.7372071824207,0.117178807686726,-342.43088,78.25654,-68.79221,-3.0870898,-30.21019,-9.134466,-3.3788514,-1.4956886,-7.1126857,-5.890091,-2.8570611,10.064778,10.433016,5.8325458,-5.9570565,-6.572902,-0.6991407,1.5445005,-3.7498198,-3.3048792,bhairavi
1191,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-38,0.034878522,0.14835228,2137.301507846824,1752.4079349417045,3660.3111999322755,0.11784584824883901,-334.84314,62.86374,-69.933815,-3.8144608,-31.820004,-6.3650455,-4.52326,-3.1579287,-9.9100485,-2.722068,3.3226597,17.812164,13.970921,10.712998,-6.7414722,-9.36741,1.7593058,3.2525485,-4.61888,-6.825987,bhairavi
1192,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-39,0.032801155,0.1922265,2126.1028559930614,1774.807422069476,3687.3860362144446,0.11967463537635449,-320.37833,67.63587,-71.064896,-6.4023285,-31.991299,-6.50267,-5.0508914,-4.5479636,-10.438427,-2.6397672,7.1094565,17.095098,8.207618,7.530972,-1.1757101,-3.441912,3.0801883,1.5341477,-8.478798,-3.3105211,bhairavi
1193,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-40,0.033437274,0.16808803,2201.8004831315693,1803.195138148914,3820.4352316841623,0.12708275384578174,-314.36658,63.85206,-70.74306,-7.7164245,-37.044834,-7.5366693,-4.6150875,-0.40167752,-9.515061,1.6215601,13.296101,22.173992,6.852411,2.7645805,-5.1781707,-3.0852122,3.5344708,-0.8139036,-14.36155,-0.63637793,bhairavi
1194,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-41,0.03813985,0.1766894,2153.0676873888888,1753.6804276608063,3695.410987688661,0.12250795157701239,-306.55206,63.865543,-74.18327,-6.812775,-36.222282,-7.3663077,-4.350829,-2.1329637,-10.375065,-1.5512733,7.680747,16.829721,6.988346,5.805299,0.3265658,0.40955564,3.7651818,0.011253145,-8.539986,-1.0692936,bhairavi
1195,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-42,0.023288295,0.22176383,1918.2651585052893,1685.3778558432257,3317.1132752031735,0.11101104452883127,-335.13837,87.73089,-72.13167,-2.7238293,-29.939707,-9.829103,-3.5204742,-0.9646261,-6.752404,-7.5438137,-6.6284227,1.3771815,-1.3145716,2.4125803,-2.2616353,3.1120322,6.423612,5.418575,-3.3351974,4.648568,bhairavi
1196,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-43,0.02313388,0.233634,1640.3564743424038,1587.051740284271,2834.6328593629064,0.08815026061822756,-331.3832,112.18593,-70.109535,-1.3270936,-23.34568,-13.400433,-7.13816,-8.148013,-8.254823,-9.84384,-9.157607,0.02433413,-1.540631,-5.7994432,-8.598964,-1.8561541,-1.2043847,-1.0843167,-8.003553,0.9274428,bhairavi
1197,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-44,0.009443999,0.33688143,1843.8345268837627,1794.455217135953,3172.289150934839,0.10956169577205882,-389.62262,108.70356,-59.91331,-11.708756,-20.571056,-3.7079806,-10.466405,-3.4528847,-1.2175044,3.6051505,2.1174912,-1.0841613,0.8814074,4.3624935,-9.53905,-2.7723975,-6.596167,-3.6077118,-6.8285565,1.8687897,bhairavi
1198,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-45,0.004908429,0.38368747,1981.3720160773985,1894.533725974036,3325.3215589021383,0.12916512976489938,-410.0681,105.064835,-58.649223,-14.647507,-16.380192,0.007485499,-10.073245,2.6483805,3.3563554,12.757505,11.588231,-2.637171,-2.432272,9.6385975,-6.7923923,1.8275094,-5.8305044,-4.3245673,-5.5840616,6.0580773,bhairavi
1199,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-46,0.009857696,0.335229,1812.6046330837537,1805.5761458724994,3139.3810165924924,0.10983418089686532,-379.9349,115.620575,-52.902294,-6.730623,-17.077908,-4.650916,-7.687482,-4.9658537,-4.2222366,-0.09676793,-0.21513022,-2.9122646,0.5208475,0.55421185,-7.387733,-0.07434257,-7.3703804,-1.4851755,-6.425101,1.1121532,bhairavi
1200,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-47,0.030236738,0.29518044,1636.4787171636626,1714.2345086140544,2718.6168942289087,0.0829227790005805,-304.02295,125.30278,-56.578426,-10.0143,-9.321599,-11.245623,-16.317131,-19.429415,-6.3598375,-0.072080344,-4.8904376,-4.0127244,-1.3575618,-6.544072,-10.389929,5.708129,-17.533545,-2.1539748,-10.130187,-2.8784347,bhairavi
1201,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-48,0.03836451,0.27474248,1548.949661053172,1682.3821673408488,2609.734219294214,0.07559100171729877,-270.43707,132.22687,-50.942326,-3.1088905,-4.2625766,-9.287489,-13.022404,-20.79093,-9.092812,3.1176982,-8.579745,-0.67149854,-2.5244472,-7.4664702,-9.291411,7.5057898,-18.513792,-3.487658,-10.765455,-6.838622,bhairavi
1202,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-49,0.035698216,0.2588977,1529.8385614692638,1689.657613068923,2632.209083391786,0.07231777887964397,-282.1113,130.58154,-47.211918,-2.435107,-8.505479,-6.424351,-13.149755,-19.025936,-8.330335,-0.47857627,-7.987815,-1.2573518,-5.5509753,-6.3781004,-7.5938587,2.1517327,-17.507824,-0.88498753,-11.442855,-5.1204133,bhairavi
1203,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-50,0.040425308,0.27164707,1565.6351333921955,1700.4258148718543,2732.383477650929,0.07549954346458979,-269.99445,125.30316,-45.418346,-2.6528766,-7.2656,-7.3988028,-11.787068,-17.299345,-9.134892,1.2205745,-8.410172,-0.30280343,-3.457291,-9.824325,-4.955193,0.6947578,-16.819073,-4.2361693,-9.75424,-6.527535,bhairavi
1204,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-51,0.049467776,0.26210073,1536.173822488118,1664.0684967951802,2656.0922723067433,0.07427506107294891,-260.8337,125.30787,-49.20335,0.85673743,-4.4956713,-10.567182,-10.852002,-16.580359,-11.362124,-0.8387803,-12.151454,-0.693952,-4.9670305,-8.436937,-7.73957,0.44231066,-16.583244,-1.2051479,-9.651519,-9.505395,bhairavi
1205,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-52,0.042341053,0.2579518,1493.3271536092086,1658.9608866518126,2567.817806090364,0.06817948190789473,-278.95316,128.25513,-46.016373,2.3932567,-3.9752119,-11.878496,-13.340996,-13.774868,-10.627676,-4.4860864,-11.165321,-3.1489053,-6.228234,-8.075208,-7.1114874,-1.7210671,-12.630813,-1.9051394,-11.349682,-5.724665,bhairavi
1206,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-53,0.03419024,0.2584612,1595.294438410007,1704.6272617460434,2761.5416346688758,0.07895492695433437,-287.1085,125.86674,-47.07576,1.5379472,-7.2688456,-9.610667,-10.422411,-13.915081,-8.990192,-0.6846436,-7.3505783,1.3694927,-3.0589082,-7.9512806,-7.8376927,2.5916917,-14.021971,-2.716075,-11.965048,-5.9470406,bhairavi
1207,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-54,0.033963095,0.27841026,1492.1994089377488,1647.276588132534,2536.192997321256,0.07286577254256967,-281.04095,137.67569,-45.40956,-0.15218459,-4.087975,-6.447952,-10.720993,-13.479921,-8.1230345,1.347085,-5.3934193,1.4145172,-4.584443,-5.1246142,-8.706491,2.7818253,-13.112054,-3.2268512,-11.132151,-3.5211368,bhairavi
1208,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-55,0.041268315,0.26932228,1624.8523592294985,1711.114649287693,2886.557545381434,0.07737330386513158,-260.33163,126.13804,-48.898994,6.797124,-3.8107963,-9.121516,-10.034915,-13.8736725,-7.982186,2.1723819,-10.157287,2.7403727,-1.9791298,-5.8405657,-8.048621,2.3176758,-15.675975,-0.13042618,-9.281473,-5.395474,bhairavi
1209,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-56,0.0453853,0.25809002,1553.8168151599064,1678.5146405869384,2697.3503561580883,0.07658041372387771,-261.67114,129.82317,-47.668194,1.1046813,-5.2380743,-8.588742,-10.186629,-16.179808,-7.178095,0.92343765,-8.706931,1.8424541,-1.8324978,-6.5197763,-7.861305,1.0276674,-13.495866,-0.6955376,-9.316698,-5.179128,bhairavi
1210,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-57,0.0435631,0.26592815,1533.4230888379402,1680.1242674835698,2617.9925026908377,0.07482834570917182,-262.16998,132.31453,-45.629547,-4.0593314,-9.054954,-7.6573625,-10.28427,-16.777153,-7.5507927,0.46587294,-7.7541842,2.1413982,-1.8144679,-7.1250424,-7.085209,0.533068,-13.206298,-2.5091994,-10.212187,-4.1681314,bhairavi
1211,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-58,0.053774416,0.26523644,1611.8176243163987,1657.8447476435551,2847.041117665199,0.0797372351489938,-251.76599,120.10464,-50.913677,2.864093,-9.10385,-10.944313,-9.571302,-14.898144,-10.25915,0.7293197,-8.116843,1.8223583,-5.0576425,-9.501635,-3.5191174,-3.7781594,-17.023663,-1.1363113,-10.263081,-5.6049647,bhairavi
1212,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-59,0.060848508,0.2603154,1596.9260209630454,1686.1489890980774,2753.3750173846265,0.07646476816466719,-241.11145,122.143265,-46.29168,0.4541437,-5.7334943,-8.427408,-11.612434,-13.787298,-7.178521,-0.58832985,-6.4897523,0.8756346,-4.893349,-6.9799705,-5.3447766,-3.500786,-15.914646,-3.8485436,-10.85182,-5.3812156,bhairavi
1213,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-60,0.051516894,0.2636321,1555.7731719225994,1650.499081165439,2712.216932928599,0.07796816043440402,-254.23103,127.64372,-47.523903,-1.5752461,-10.6605835,-5.3160434,-7.212919,-14.884233,-12.06706,0.4476466,-6.026943,0.84243244,-4.0123663,-8.240524,-5.124005,-1.5450844,-13.772371,-0.4971476,-9.779893,-4.9845057,bhairavi
1214,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-61,0.052671485,0.2652005,1561.5884150552563,1663.4562579831927,2819.7662825923953,0.07418587038022446,-247.66748,124.96561,-46.89319,7.3535724,-9.431748,-5.5318375,-8.718802,-12.414483,-8.900501,0.8652914,-7.7055354,1.5373938,-3.1093788,-7.250216,-6.7367544,-1.7366178,-13.862791,-1.5353277,-12.554802,-7.9774833,bhairavi
1215,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-62,0.057239946,0.24008337,1496.4218749694764,1608.8381051886643,2620.9008184379836,0.07438806114551083,-264.2491,123.524994,-44.832943,-3.431337,-12.303223,-10.32902,-4.843263,-13.694076,-11.085234,2.703286,-6.0426283,0.88856626,-2.8222358,-11.267919,-7.115353,-4.136718,-15.670066,-3.199229,-10.036617,-7.0368795,bhairavi
1216,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-63,0.08103781,0.23337342,1563.7887436955764,1619.7128283555408,2732.8584747786863,0.07807624746033281,-232.08287,117.413086,-51.093098,-0.32707512,-14.0944805,-14.036094,-11.280885,-13.933911,-14.603203,1.789305,-7.4803085,2.5138063,-3.2409778,-11.847739,-4.6402593,-4.5294104,-18.297024,-0.9364076,-10.821685,-5.334153,bhairavi
1217,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-64,0.06424782,0.25237805,1515.284779995471,1641.1741855784103,2590.1426710949595,0.07475049281636997,-256.1296,123.85207,-43.80606,-4.145498,-8.374602,-8.799188,-10.318672,-14.273683,-8.206607,4.609926,-4.3323255,0.22146077,-2.8343775,-6.9940047,-6.3545094,-1.8357621,-13.423133,-3.3065586,-6.890857,-2.8429208,bhairavi
1218,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-65,0.09205122,0.23676595,1542.5466645531878,1647.0879386433655,2700.2753384711204,0.07130531334655572,-216.2381,119.39767,-46.72825,0.7447421,-11.508946,-11.923411,-13.8833475,-14.485287,-12.21423,6.0613184,-5.2360516,2.5918112,-4.572177,-5.6052947,-3.7790158,-5.116871,-17.786318,-0.05144685,-9.857708,-6.9121704,bhairavi
1219,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-66,0.058924723,0.26482403,1474.6858176622418,1627.5577582974422,2514.676460762142,0.07138430001934984,-251.35596,129.54457,-42.596615,-3.5947697,-8.46999,-10.782296,-10.463578,-14.695621,-8.295758,-0.798385,-4.6450715,1.7365296,-3.155641,-6.496468,-6.631671,-1.366239,-13.610385,-3.5890281,-9.412771,-3.464446,bhairavi
1220,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-67,0.064712144,0.24869235,1647.1868094812344,1733.0032589763666,2900.649126838235,0.07759665852360681,-242.84839,116.791794,-45.920914,1.0128047,-5.512167,-11.656085,-10.382348,-15.248954,-9.663841,3.27797,-8.085766,2.8135114,-3.364916,-6.263253,-4.5220356,0.6014727,-14.985003,-1.2909853,-9.001557,-6.553601,bhairavi
1221,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-68,0.04349372,0.25867802,1662.9303849201906,1733.063017798444,2981.398638556985,0.08326140129160217,-265.33972,120.3162,-47.055992,2.3982353,-13.385052,-8.963173,-9.858407,-13.135491,-10.977134,-1.4185584,-3.7599123,1.958477,-2.9109232,-3.9218292,-5.57468,-1.8471525,-13.14129,-0.60556626,-8.896156,-3.6526866,bhairavi
1222,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-69,0.050569173,0.26187876,1639.347251707146,1725.0407461867144,2933.9489254789087,0.08010306815982972,-252.35408,122.16472,-42.45582,4.338353,-8.358699,-7.672286,-6.3635244,-9.657777,-10.198659,0.19517682,-3.8523097,2.3122597,-1.750322,-4.8081994,-6.124306,-3.1679673,-12.205693,-3.0615156,-9.395828,-5.2356915,bhairavi
1223,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-70,0.047086924,0.2395319,1546.8681796151516,1631.1418286323833,2714.7419176603617,0.07961214142318111,-278.78262,122.558655,-51.528442,-0.6929573,-15.160634,-14.013512,-9.022729,-14.48389,-14.286211,-3.4825368,-6.1964655,-0.18854798,-4.1834607,-4.42231,-6.818845,-1.5944202,-12.604216,-3.0093036,-8.8164835,-3.7021084,bhairavi
1224,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-71,0.052175585,0.26202446,1506.6234705185975,1589.7576576344823,2638.0090483201916,0.0770290126741486,-252.91322,129.92062,-50.792503,0.18777059,-13.715699,-10.453816,-8.444753,-13.920397,-12.373941,0.68940645,-2.685798,3.1375196,-4.302039,-6.2300315,-5.9021163,-1.9715192,-13.618997,-3.237295,-8.354193,-4.786151,bhairavi
1225,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-72,0.05722504,0.26415068,1517.6337215698097,1666.1790067531394,2656.7672682251355,0.07316395668053406,-251.65811,126.13621,-42.442745,-1.2705146,-10.27757,-8.368753,-8.007869,-12.058943,-9.980239,0.07312323,-5.7471004,2.134735,-3.9556665,-6.3352203,-7.290255,0.24751928,-12.140584,-4.229256,-8.855113,-6.172002,bhairavi
1226,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-73,0.06797933,0.23445012,1510.6063516559066,1587.1480317830935,2579.4594023618906,0.07547006518479102,-250.24889,123.95159,-50.698837,-0.071336895,-11.8506975,-13.026832,-10.838426,-15.454639,-11.264343,3.4356084,-5.584882,1.6483364,-5.9720173,-8.823975,-3.8377898,-1.6748961,-15.675869,-3.1390045,-9.289247,-4.1850824,bhairavi
1227,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-74,0.05077006,0.26338193,1627.347378590834,1744.0414456301462,2902.2157840315404,0.07971871674245357,-249.94333,122.548615,-41.76141,1.4610895,-8.375,-6.0755596,-9.883839,-10.8574095,-8.753571,-0.45064986,-4.6640887,1.6431962,-4.599342,-5.9102883,-7.98896,-1.8737354,-12.252348,-3.0641918,-8.218335,-5.624784,bhairavi
1228,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-75,0.063049786,0.26806363,1541.7092740846558,1660.5398758847978,2725.325186998113,0.07303735124806501,-233.14836,126.98181,-45.33894,2.603304,-10.67884,-7.9782887,-10.565199,-13.129849,-9.078443,-1.5528779,-6.374526,1.59713,-1.4275461,-4.326348,-7.184176,-0.61466,-11.316557,-1.7589482,-8.35651,-5.9912133,bhairavi
1229,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-76,0.072859205,0.23963112,1810.392456055359,1776.515659649876,3186.014067942144,0.08853876922890867,-234.73152,101.445946,-50.82824,5.345251,-9.125766,-12.013936,-10.254166,-8.1986885,-11.843574,0.04027758,-4.5841403,5.7120185,-0.9929666,-4.9240313,-5.794165,-5.1224804,-13.389809,-1.3349761,-9.150749,-7.620413,bhairavi
1230,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-77,0.0793281,0.24231158,1693.0300669158883,1758.3004198558042,3023.248385497291,0.0793230275251548,-212.80862,115.677704,-45.683704,4.5040264,-7.612675,-8.609633,-12.601681,-10.599943,-10.879079,2.0826612,-5.9617734,3.8189626,-3.4873168,-5.8586397,-6.3559904,-2.3137271,-14.05509,0.078993715,-8.1537285,-5.398779,bhairavi
1231,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-78,0.09113588,0.22735406,1664.9288118556967,1691.4028656209853,2886.19921421488,0.08178257425503097,-220.95392,109.78541,-49.258705,0.49403784,-12.283661,-8.11023,-10.161687,-7.022187,-11.123031,2.2263532,-3.3429515,0.95085245,-5.288403,-6.718103,-7.205172,-6.603721,-13.55767,-3.8112495,-8.331521,-4.0541234,bhairavi
1232,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-79,0.03908919,0.255379,1647.4835729428723,1737.8266650986402,3000.298524271962,0.08120283475232198,-269.38208,121.25121,-42.80863,3.9833398,-12.105043,-4.0811095,-9.347079,-9.604893,-8.129979,-1.8477458,-3.0554943,-0.39190465,-1.6185206,-5.8477497,-8.584705,-6.464057,-11.457621,-3.41347,-9.745339,-3.9892333,bhairavi
1233,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-80,0.09803189,0.22447395,1568.8139895089926,1677.7113613357008,2743.7167424535605,0.07132118626644737,-218.05205,115.55998,-46.16547,-3.9178984,-12.259108,-13.496461,-14.920875,-12.245846,-15.211966,4.109223,-7.2245655,-2.7083895,-7.1280303,-8.002997,-7.5372252,-6.937849,-17.452536,-1.3468771,-7.052131,-6.4621363,bhairavi
1234,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-81,0.074921496,0.24860023,1640.695582524229,1707.5787812397828,2886.632544927922,0.08023307493227554,-227.238,116.98584,-46.96052,1.3378338,-13.349276,-10.119254,-11.120601,-11.726952,-13.938089,-0.82520306,-8.394971,0.17959921,-5.162383,-6.9287624,-6.062418,-2.8464727,-14.590642,-1.547254,-8.916132,-4.7883096,bhairavi
1235,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-82,0.052406877,0.2621349,1718.674625891661,1769.1038509660502,3027.656692174197,0.08368543500870743,-249.86058,111.48266,-43.253952,0.6955786,-9.965463,-8.492856,-10.541398,-8.860157,-10.750119,0.51737964,-4.6074166,-1.6498827,-2.4641876,-5.710064,-7.704722,-6.4734297,-11.925988,-3.4592957,-8.777277,-5.2333555,bhairavi
1236,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-83,0.072149515,0.19849685,1831.8871043175027,1880.4355613120115,3292.19675920327,0.08309775904605263,-241.75542,93.49152,-44.816,2.343433,-13.098919,-10.740882,-9.218696,-2.2409341,-16.306644,4.555027,-7.0419188,1.9090321,-2.2200952,-4.4570065,-6.9961753,-8.072577,-14.147335,-2.2170026,-11.706308,-12.078082,bhairavi
1237,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-84,0.06453826,0.23335646,1646.5464434967255,1680.267307548424,2882.899234169408,0.08169300563564241,-244.04436,113.0484,-52.710297,-0.8916537,-14.835294,-12.070632,-9.730871,-10.508121,-11.802083,1.2489623,-7.61617,3.4512286,-4.630384,-5.6407266,-6.6178436,-4.1015053,-13.264238,-3.7081726,-9.399486,-4.204439,bhairavi
1238,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-85,0.063629575,0.26117894,1698.3786643696112,1773.0271660488636,3032.139998397591,0.08265104972910217,-237.19379,115.50659,-40.744873,3.1066427,-7.684383,-6.092652,-9.298396,-6.93446,-10.617472,-0.76916087,-5.4103937,-1.3796098,-3.4000928,-4.703138,-7.769474,-4.683923,-9.831192,-1.6383518,-7.458349,-4.3391266,bhairavi
1239,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-86,0.07527675,0.2252847,1754.1572719058329,1808.884757459652,3121.422791850087,0.08307206003289473,-230.56187,104.047066,-44.401623,2.3942392,-13.233659,-10.687596,-11.242652,-8.107314,-15.856294,1.2528154,-8.8727,-4.077858,-5.11295,-1.2987772,-8.911305,-7.4054933,-14.349247,-0.08395121,-8.1575165,-8.243183,bhairavi
1240,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-87,0.050708923,0.19850932,1722.6607633427318,1802.4724056106306,3188.105721960865,0.07604904883417182,-270.33997,102.068756,-44.923267,3.977592,-19.56815,-8.136226,-10.060315,-10.293326,-14.452774,0.7830641,-7.571578,-3.377752,-2.212627,-1.8783824,-8.952977,-12.351402,-14.025152,1.063389,-9.718564,-9.288659,bhairavi
1241,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-88,0.04574455,0.20703241,1783.4144564605097,1819.9655312922384,3226.9554870416505,0.0846997901751161,-283.67386,100.3028,-45.1878,-0.1643108,-16.34216,-9.625426,-6.184618,-8.013025,-11.143177,1.183655,-4.095404,-1.2317628,1.5025965,-1.2372197,-9.580485,-10.935445,-9.116763,0.20094573,-7.6143494,-4.334877,bhairavi
1242,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-89,0.039293483,0.1752822,2143.2168639430197,1854.0292747312149,3750.652320318547,0.11498343169504643,-296.04263,76.448715,-59.97212,-1.1971916,-22.769283,-0.31051266,-2.7770355,-0.38089377,-6.9197206,-2.9669585,4.2719865,17.223316,15.729717,11.907272,-0.33622855,-4.558905,-1.7241769,2.0329194,-10.073782,-3.4021008,bhairavi
1243,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-90,0.07408453,0.2009417,1776.1961752849677,1754.3151759505272,3103.91456438661,0.08884640153347523,-264.0483,96.95818,-49.18787,-2.3013225,-11.297743,-11.301471,-10.358456,-6.6938863,-13.5286,0.9012905,-5.329678,-0.76355565,0.24911451,2.0194352,-4.2690935,-5.8802733,-10.906132,-0.49616948,-5.837183,-6.083101,bhairavi
1244,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-91,0.06586798,0.2180508,1723.8353352902736,1763.350893486317,3066.1314595225426,0.07928523485874613,-247.43063,106.09061,-44.18564,-0.9729214,-16.631218,-9.150536,-11.709507,-11.019205,-12.635739,2.8801503,-4.709776,-2.44703,-0.4375309,-3.0489044,-9.123889,-10.625264,-13.226812,2.2510967,-5.600093,-5.0218616,bhairavi
1245,carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Amba Kamakshi.mp3.mp3-92,0.03525301,0.1736757,2178.0170575068723,1876.0694331993532,3838.951786383756,0.1220446134868421,-306.70883,74.578865,-56.152893,4.0620914,-19.386679,1.0613564,-3.6546736,-1.4597975,-3.729284,2.3273094,10.701833,21.27154,14.363473,8.897638,-4.2489314,-6.104676,-2.3329413,-0.36815396,-15.832191,-5.3016906,bhairavi
