,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,raga
354,0.13784839,0.28142738,1878.9786677528907,1961.2674934267768,3648.13627355239,0.08921525795762383,-127.335754,102.04547,-29.102724,31.28909,-12.265497,-10.379935,-6.9351525,-15.506276,-8.84905,-1.4541693,-10.277174,-3.489139,-16.031998,ragamalika
355,0.12634799,0.2783218,2006.069065159749,2033.9983794108973,3829.1518456426566,0.09708520281056501,-128.05212,95.41481,-28.738337,32.397808,-10.101912,-16.080238,-9.354001,-13.52049,-14.186439,-3.9764888,-9.778113,-0.67516065,-15.236349,ragamalika
356,0.13836986,0.2642113,2154.727038153111,2059.3209011825106,4067.7920692845396,0.10403414038312693,-120.56798,85.252144,-30.173958,35.56867,-13.767932,-15.926719,-10.51478,-10.186875,-10.63526,-4.592735,-8.481461,-1.8716278,-8.97642,ragamalika
357,0.13205421,0.28745374,1894.237599648505,1973.769313002666,3720.2025044444176,0.08579502164763932,-129.91795,100.62857,-32.753506,27.173,-13.914094,-9.339215,-7.550001,-13.842701,-9.442029,-1.2111974,-8.8263035,-2.029489,-12.9812565,ragamalika
358,0.15147328,0.25316694,2163.130216413571,2050.5177249509493,4048.9421832672215,0.11131905476006192,-103.2946,87.29712,-32.700882,31.5201,-13.384323,-17.306967,-11.429775,-11.195504,-4.302619,1.8140204,-9.9282255,0.017749798,-12.086216,ragamalika
359,0.15771453,0.24271052,2065.6260544571314,2020.262274812416,3878.2598820264125,0.09983424136513158,-123.16843,86.67254,-29.203796,29.552078,-15.914323,-14.017862,-10.912009,-15.2227545,-10.129213,-1.1109886,-11.979495,-2.9203563,-10.4911995,ragamalika
360,0.089655034,0.2777683,1765.0135256495764,1792.2319835502685,3417.3210025940884,0.08938721458978328,-187.28822,112.000435,-40.42258,30.183764,-6.5395555,-10.059336,-9.512061,-21.296694,-12.84651,-4.413761,-13.242397,-2.4276147,-8.721695,ragamalika
361,0.12924914,0.2721456,1723.521470668389,1841.891698127724,3337.13815411547,0.082454149937113,-146.55602,112.05413,-36.164318,25.427746,-1.1851387,-1.0139556,-8.664877,-19.395824,-14.676017,-3.0774877,-12.81487,-2.1055973,-9.533057,ragamalika
362,0.13839802,0.27572504,1718.6850407436993,1837.3366954264825,3302.430030657411,0.08075990470201239,-135.17213,112.41145,-37.328125,28.147476,-0.8780776,-4.948636,-9.698881,-16.90056,-12.164479,0.25727826,-13.058578,-1.4668477,-5.446541,ragamalika
363,0.14292105,0.30104712,1631.4392571280712,1849.1519094647244,3185.672403341476,0.07373689350328948,-130.09016,118.15485,-32.250538,24.467752,-0.4883111,-5.3979445,-8.168283,-17.365917,-17.624931,2.1766906,-11.841951,-2.289723,-7.139877,ragamalika
364,0.15463887,0.31006917,1664.803757435581,1834.1352324603988,3191.422368572223,0.0806544631627322,-116.04845,116.61568,-35.358116,26.47626,2.4516363,-3.690746,-9.32104,-15.661095,-11.210663,1.9673165,-11.728245,-1.950136,-8.515197,ragamalika
365,0.12824461,0.2924135,1700.068709981563,1871.8920989563248,3316.1632809476587,0.07568699508997678,-142.00037,114.97168,-32.59074,28.93894,1.331893,-4.913996,-9.699487,-16.166965,-14.9446535,0.11601073,-12.632406,-2.5232482,-6.195898,ragamalika
366,0.15945198,0.26725036,1786.7142660141658,1848.8881582149525,3364.0129916070046,0.0835981339493034,-122.309525,104.9996,-45.02371,20.648499,-6.6162868,-12.621241,-11.172348,-18.476376,-15.482101,-3.5980134,-12.4153185,-1.5583974,-6.1361365,ragamalika
367,0.11859119,0.2930626,1695.5555574409188,1877.3026142566719,3282.2051529544797,0.07498972039473684,-145.53256,115.374504,-32.653236,28.047346,1.4273971,-6.3334494,-11.761256,-16.084435,-16.93602,-1.3448821,-11.536215,-2.3775475,-6.083385,ragamalika
368,0.16036594,0.29021922,1780.978163513906,1888.1202997707555,3342.9047859121033,0.08358074932275542,-116.9523,107.20615,-37.762817,30.353655,6.859215,-6.6276016,-9.263318,-12.176299,-10.465942,-1.1262376,-12.645839,0.4512288,-6.485141,ragamalika
369,0.14077932,0.2801861,1792.7526893526226,1893.6428033397754,3361.046342879257,0.08655238668246903,-128.39612,107.74214,-35.762268,25.761047,1.4750683,-4.173226,-12.437542,-15.757931,-13.496354,-4.335144,-13.296748,-2.3994355,-8.261321,ragamalika
370,0.08319459,0.26093087,1482.868547941998,1926.015387063408,2952.1321488607778,0.04930658015673375,-275.7435,99.787445,-3.3949008,37.653843,12.556548,-6.373071,-5.3071856,2.4327493,-8.353878,2.0501513,-11.078663,-3.1525443,-5.395048,ragamalika
371,0.1251794,0.25470674,1545.559340661289,1952.157095533459,2995.9068841609424,0.05108472511126161,-212.60202,102.47876,-8.392801,37.92272,12.820679,-9.839485,-5.7618575,3.2893422,-13.639695,3.9656427,-13.365065,-1.1364597,-6.5480905,ragamalika
372,0.13076444,0.2604886,1662.668498329562,1995.1601079931734,3226.988820173423,0.059637961372871515,-194.30107,100.08944,-12.756761,35.716393,8.911109,-9.205548,-5.067712,3.167888,-13.399538,4.9911566,-11.0824,-0.843808,-5.5254583,ragamalika
373,0.11257148,0.25599176,1594.0371594488474,1965.0418754468806,3139.8810135690787,0.05970145305243808,-233.15616,102.24238,-10.248378,29.897827,6.558466,-9.145526,-3.251715,0.9627429,-10.375851,7.466221,-11.838917,-1.879301,-6.0510116,ragamalika
374,0.1214054,0.2531162,1608.9130680202118,1974.8399472541037,3172.005819314774,0.06111036365615325,-226.793,101.16587,-10.204903,30.304436,5.985638,-10.446469,-2.0081637,1.952267,-12.228055,9.036004,-12.530472,0.16617379,-5.667997,ragamalika
375,0.14621063,0.25980595,1612.9842820125905,1928.7819540695473,3176.3307931622485,0.05977363704527864,-175.53769,108.30016,-18.406837,29.5318,4.033069,-9.682209,-2.439723,2.580483,-17.501373,11.968522,-16.050667,-2.9742181,-8.574785,ragamalika
376,0.15485018,0.27952316,1600.669912465579,1928.544519041915,3059.2648343774185,0.059444462920859135,-182.35211,104.11056,-11.401173,34.066048,9.033829,-5.5565844,-3.927107,3.8572016,-14.471018,5.838416,-12.7727785,-4.537649,-9.737011,ragamalika
377,0.11264111,0.24769413,1695.903785303088,1980.0256791220186,3253.5719927619484,0.06382803429760062,-202.19669,100.54199,-14.7871065,31.366102,5.007125,-6.7911305,-5.6663027,2.2879233,-12.045888,8.917366,-11.610164,-3.3728654,-10.192603,ragamalika
378,0.13666937,0.24818419,1521.2298820190194,1888.3454731890288,2975.607006911523,0.054888556985294115,-204.69635,107.25728,-12.297213,33.556557,7.465792,-9.903481,-2.0840223,2.0933397,-15.103041,8.659061,-12.483436,-3.6393855,-7.3436894,ragamalika
379,0.13248503,0.2290144,1576.7973821801252,1922.0550914475702,3115.664493336397,0.054219626789860684,-210.87737,99.90944,-14.072479,34.203163,5.7950325,-9.583088,-3.2831094,2.861996,-16.324501,3.850041,-15.142299,-3.2131727,-7.7391076,ragamalika
380,0.039669167,0.19205247,1752.8033010447607,1933.622063597227,3330.89652519108,0.07424104767318111,-338.48642,93.993286,-24.997398,26.940384,0.22059806,-10.806595,-8.27408,-5.779278,-8.582767,8.270425,-6.5799193,-5.267767,-6.976165,ragamalika
381,0.06766541,0.26407322,1474.1095663492943,1906.0268842481316,2953.623806507595,0.05143770861551858,-274.02887,109.87606,-9.978438,36.653343,14.022288,-4.6172814,-1.3762938,1.3868363,-6.2850275,5.6957545,-5.1276402,-1.0806416,-3.492025,ragamalika
382,0.1020137,0.2633734,1605.1093249331639,1980.9220326943366,3133.2727201951916,0.054923326238390094,-216.32474,107.96391,-9.691378,31.89295,9.288335,-7.7439275,-5.9870105,2.9210184,-13.682079,6.939014,-12.831635,-2.3116367,-8.65122,ragamalika
383,0.07907751,0.30660194,1418.0909205412552,1904.9372196339443,2860.941033614309,0.0465628325754644,-248.79985,115.95905,-3.648446,33.509045,12.676696,-2.0380173,-1.3526158,4.163169,-9.958202,7.6984506,-10.076147,-2.9220655,-4.637357,ragamalika
384,0.09789693,0.2598948,1642.0696355262523,1957.815408820682,3206.797275602264,0.06237755176083591,-218.65843,105.6001,-9.790147,38.951458,7.744076,-8.1802845,-1.537247,5.2170615,-15.092415,9.289592,-15.245991,-1.3324844,-7.585936,ragamalika
385,0.11126787,0.24418919,1788.606994289318,1981.4224556637034,3432.7625758876743,0.0732622176131966,-191.20721,99.78981,-20.16638,30.23594,3.7702107,-9.870804,-5.752064,4.693949,-16.271133,8.293313,-18.27481,-2.9725997,-7.8713117,ragamalika
386,0.11183532,0.2622949,1657.8004975993747,1968.1048597522283,3250.7386765612905,0.06418177365518576,-217.76529,99.99979,-9.296241,26.414642,4.6288915,-3.3248596,-1.1057546,-0.36924228,-13.228068,10.603285,-11.330714,-4.3524747,-9.741599,ragamalika
387,0.14886904,0.26065725,1800.6078916481601,2047.0845176709431,3452.4041237845877,0.07182080531636997,-167.74722,97.156784,-13.988584,30.72731,3.072462,-6.428658,-1.5197861,3.940146,-16.692295,13.119812,-16.666737,-1.8347878,-10.845399,ragamalika
388,0.13072851,0.25123584,1781.6618853865102,1959.8630588168348,3427.054277071643,0.07712084885352168,-170.99765,101.271286,-21.887592,23.905067,-3.3015227,-4.0348887,-2.84621,1.4723105,-16.143747,11.630064,-15.049655,-6.390988,-8.538828,ragamalika
389,0.13539234,0.2868117,1474.7091883823864,1868.4510615505048,2833.35786707261,0.052294846289667185,-189.42851,116.58554,-12.643025,26.269636,8.435872,-4.6148105,-10.948054,-0.17991085,-12.258121,3.1478047,-11.137453,-5.417827,-7.508198,ragamalika
390,0.074112,0.20590363,1816.0749573958153,1900.1802525232713,3415.467167131922,0.07843525793249798,-248.19081,83.54721,-41.188618,28.627115,-11.016962,-24.902618,-19.915777,-20.832195,-13.002887,-7.820862,-16.484516,-10.755081,-11.16989,ragamalika
391,0.074112,0.20590363,1816.0749573958153,1900.1802525232713,3415.467167131922,0.07843525793249798,-248.19081,83.54721,-41.188618,28.627115,-11.016962,-24.902618,-19.915777,-20.832195,-13.002887,-7.820862,-16.484516,-10.755081,-11.16989,ragamalika
392,0.09081791,0.22458039,2097.805278052332,1924.5878054558916,3749.6495980067702,0.10841580562853678,-211.77605,65.31471,-53.779114,25.366066,-17.271866,-27.890408,-20.4261,-20.258747,-15.338292,-8.029087,-18.636585,-10.296694,-12.363243,ragamalika
393,0.07192567,0.22081247,1931.0957479316485,1883.3912803636608,3606.463371406376,0.08972256783043654,-236.25864,78.817055,-49.534,29.567297,-16.234316,-24.386255,-22.069366,-23.687983,-15.098401,-9.660337,-18.315325,-12.348912,-12.049096,ragamalika
394,0.08055684,0.21498036,1767.4055605678711,1889.1942383726907,3339.892064975748,0.0706274946948262,-233.7789,88.61793,-40.039776,30.62725,-7.3451333,-27.82695,-22.151358,-20.621061,-16.195574,-9.209117,-16.653788,-8.503771,-12.168769,ragamalika
395,0.08073692,0.22255008,1909.244073139859,1856.5968502090748,3487.821863000202,0.09247541620351657,-234.24768,78.98109,-48.54562,28.123886,-14.743702,-28.635895,-24.697111,-20.452772,-16.001408,-10.478481,-16.117228,-7.9366655,-10.236875,ragamalika
396,0.079354964,0.2363878,2000.8061059221232,1826.16784217104,3587.4107515031324,0.1054975653041633,-226.86449,73.83822,-58.795403,22.97636,-17.96485,-24.814194,-20.890936,-20.313059,-15.706768,-8.805465,-17.09511,-11.442815,-10.7799835,ragamalika
397,0.06749071,0.22032422,1873.9254129541573,1848.9224752508362,3415.5019823350344,0.0858111863379143,-241.13217,85.61938,-50.63333,28.849443,-10.562703,-27.651457,-22.492275,-21.781487,-14.414735,-9.351117,-12.939599,-9.532629,-12.321292,ragamalika
398,0.06958631,0.24107762,1833.179083741354,1826.0158921606746,3403.821481690835,0.08732142406022636,-233.19649,92.22513,-50.72672,31.312178,-9.443091,-24.9846,-18.168652,-22.595713,-14.810269,-5.8594747,-17.01985,-12.763615,-12.467537,ragamalika
399,0.08946132,0.21862257,2084.6682522175233,1815.2628894960128,3780.791797190784,0.11171890789207761,-223.23941,62.610107,-64.18558,23.170612,-22.897858,-23.591072,-15.599093,-18.751844,-14.094271,-7.7071652,-21.941368,-10.587287,-9.994134,ragamalika
400,0.009718398,0.23864622,2120.6438055832195,2273.985294596119,4523.064316315547,0.10920909019446594,-400.95737,90.76309,-15.022884,13.987749,-5.136867,18.40039,-7.435888,-1.3429893,-4.0530157,-7.955644,2.8663154,-0.037266687,-6.7007623,ragamalika
401,0.009881561,0.2699197,1988.2461848251173,2220.0300553233114,4240.549357978183,0.09222771139705882,-388.04257,100.45378,-10.130683,14.726911,-9.161388,17.213196,-11.121795,-8.308161,-3.4620366,-6.571248,0.33280882,5.3252325,-7.607756,ragamalika
402,0.0109235095,0.25689068,1979.87899492159,2190.2594715174273,4187.774677099458,0.09216799898413312,-378.57852,100.528206,-14.426304,15.961978,-8.292221,16.830513,-10.415538,-5.9129906,-1.0742759,-7.2967267,-2.9731877,1.5349256,-8.300779,ragamalika
403,0.012249993,0.24875455,2193.5281692795384,2256.827679970094,4611.638780717879,0.10616375713525542,-370.28317,85.65729,-19.724613,15.24509,-9.438001,14.328611,-10.720936,-3.473125,0.42429817,-7.040782,-2.2615185,-0.100109056,-6.0810685,ragamalika
404,0.013647266,0.25102094,2044.3586472721454,2223.0707140505438,4282.757436085042,0.09342687270220588,-361.03735,95.672646,-13.627961,11.582092,-14.553832,12.532384,-7.2345595,-4.410628,-2.4534073,-9.620937,-2.1444323,2.2860997,-2.6409974,ragamalika
405,0.0057010446,0.25516698,2075.725338734089,2146.168280096972,4198.632944774333,0.11456468895123839,-423.686,94.07649,-23.845758,22.407787,0.7201867,14.838665,-5.213422,-0.296311,-1.356642,-6.650841,-3.8291285,2.8363347,1.1937376,ragamalika
406,0.0077379807,0.27210185,2090.155864861837,2269.3882693158125,4435.848177032943,0.09781573505224458,-405.95346,95.03355,-13.101679,12.858522,-2.136983,19.972261,-9.273555,-4.3036222,-1.2828825,-7.806585,-0.06691191,4.1299334,-3.0660307,ragamalika
407,0.010730736,0.25053614,2049.54188419874,2221.0237472327613,4268.049191690451,0.09343858842879257,-373.1161,98.310455,-14.744758,10.736495,-8.393203,17.587214,-9.801457,-6.0844207,-3.7300756,-10.117996,-3.2761655,0.951615,-7.504494,ragamalika
408,0.010581297,0.26537076,2226.8234439167404,2327.593881294433,4740.821332901993,0.10662482766544118,-371.4397,91.128784,-14.358952,10.395286,-6.860863,18.141014,-10.155519,-5.9374204,-1.1879791,-8.711358,-2.7286139,2.4593017,-5.1944666,ragamalika
409,0.017377183,0.24650756,2513.8240804693046,2434.665595184133,5211.185155342976,0.12160281721652477,-328.19012,71.50353,-15.892932,2.4348493,-13.5749655,16.888332,-11.679239,-7.154815,-3.776278,-11.8709545,1.601513,1.7548662,-7.330737,ragamalika
410,0.03753269,0.27979803,1665.3685958733856,1619.9442145386133,2920.9323375217687,0.09406972595781733,-316.92368,112.54712,-63.03403,-11.325066,-21.288881,-12.89263,-9.066026,-17.11017,-12.947955,-2.0946295,-8.54461,-1.0470861,-2.5184054,begada
411,0.05349549,0.2666784,1535.9757762942759,1533.8508917411461,2578.6344073505225,0.0815682898364938,-275.34695,120.82388,-64.06712,-14.22169,-23.664015,-15.63226,-13.751769,-21.931252,-17.924353,-2.4559755,-12.538393,0.32603088,-3.0100598,begada
412,0.04882729,0.27106553,1594.783975165621,1572.8989637613,2750.508368052196,0.08430863607778638,-276.84778,115.874725,-65.29774,-11.76084,-27.698174,-16.32205,-16.25324,-20.530325,-17.531157,-3.5256658,-12.186259,-2.6528535,-4.930219,begada
413,0.08142337,0.21297829,1634.3184074469953,1583.450350720036,2836.11618372678,0.08125990167859908,-248.1892,100.10302,-69.8307,-17.107553,-28.847837,-23.790102,-21.643965,-18.74376,-16.333761,5.887406,-6.4491816,3.8427024,-6.1337013,begada
414,0.027017236,0.25950053,1585.3405119070192,1627.3325167424298,2793.8247727904895,0.08096700851393189,-312.22742,123.246506,-57.322853,-6.8086696,-27.634136,-12.318481,-9.474391,-15.84406,-13.970409,-6.8044367,-9.041414,-0.8653417,-0.45500556,begada
415,0.029520016,0.18525985,2069.0841853161255,1768.0039915217146,3647.1612794480457,0.11437572561919504,-330.70853,73.797745,-67.09706,-11.32552,-42.78718,-8.889378,0.8954833,2.4454796,-5.7869925,-1.8739915,2.3275816,10.267194,10.030573,begada
416,0.02181203,0.2279206,1632.0819060519668,1607.1955829461926,2858.7993798979296,0.0823264107246517,-336.3344,111.338646,-65.30179,-0.3043966,-24.579624,-13.648651,-8.531263,-7.9996643,-8.218203,-10.571568,-9.2442,-2.0334094,-1.9957851,begada
417,0.08730623,0.24401475,1767.411984522899,1780.3206413223406,3184.4807438806115,0.08142467770414087,-184.28583,113.57914,-50.94654,1.7160176,-10.306865,-8.6951475,-16.435837,-13.826898,-10.111883,6.566015,-7.782777,3.3528905,-6.9765563,begada
418,0.03793978,0.20970292,2070.702665859512,1849.345602710009,3761.2522562221848,0.11801856073432662,-280.76627,88.10807,-52.048325,8.106671,-20.047564,2.0478265,-1.4195706,-2.7111137,-7.363643,-1.6136849,1.1642873,11.800668,7.0678997,begada
419,0.057460736,0.20159814,2134.155604215949,1867.6925625752772,3897.6847645668054,0.11974190632256192,-233.103,82.88851,-50.79257,14.075812,-17.82905,4.0152583,-1.8393903,-3.0970323,-8.2328825,-2.7947183,-1.2910453,13.227475,5.2706966,begada
420,0.053082008,0.23267591,1589.8593925428986,1769.04932831392,2980.2819786426085,0.06981666021671827,-289.8892,106.479126,-38.39939,12.165021,-6.1778817,-11.622393,-13.655956,-8.901139,-21.849037,0.7653066,-16.243998,-10.45725,-6.8943152,begada
421,0.07333522,0.1994039,1501.0091439793316,1742.8845223576943,2904.73243548036,0.05975511863873839,-276.78036,101.96153,-42.438732,18.606478,-7.2516885,-11.350645,-10.3662,-9.766146,-28.81516,-0.091820024,-17.779161,-7.5828066,-7.720441,begada
422,0.0750662,0.2261675,1547.1987567581223,1767.0050299626323,2951.7238179965652,0.061136062669311146,-242.37614,108.32718,-42.83694,16.38952,-9.139546,-15.321764,-19.271845,-9.208141,-28.358183,-0.7609497,-20.4438,-10.283111,-8.299817,begada
423,0.11665627,0.1763093,1701.9991096681276,1851.5151141548238,3208.3972659273413,0.06698863498935759,-239.00653,76.25878,-50.34206,13.193438,-10.599661,-21.958633,-22.54548,-7.176317,-33.894634,4.114384,-21.452887,-6.248252,-6.6097383,begada
424,0.045828998,0.18991485,2081.6142214451625,1867.5758201617498,3710.8775608310757,0.11090862640286378,-302.68567,67.81033,-52.429375,-3.3519273,-24.891827,-8.263,-9.803062,-6.7129116,-16.727585,-8.663638,-0.8518882,7.363404,14.721063,begada
425,0.040195458,0.21439631,1947.2025875483257,1868.2771039689226,3527.437003404363,0.09539549269543343,-285.8116,86.6521,-47.133526,15.139948,-15.467571,-2.5325544,-5.0203958,-4.0373635,-10.620873,-4.487886,-10.28159,-3.2329895,-1.74813,begada
426,0.13164465,0.2707223,1834.8415562284551,1890.5111176861005,3379.4378983347037,0.08503274356617647,-152.26634,102.41855,-35.968117,33.18924,2.8681924,-10.937389,-19.56415,8.152711,-21.332432,9.057248,-7.105075,-3.253281,-1.6143088,begada
427,0.15314892,0.3065248,1668.8116556101475,1812.3162165069584,3136.056036698191,0.07679016302244582,-138.32861,113.92932,-31.31308,31.34612,-0.5640408,-6.0870523,-12.348419,5.408003,-18.762463,7.5273604,-3.714354,-3.4879467,-0.9021555,begada
428,0.13783675,0.28923318,1820.1279278613533,1945.9147523416127,3480.6539529617357,0.08716009275832043,-142.5262,104.69459,-26.568045,33.631214,4.197598,-3.735309,-8.642826,3.357586,-17.410244,5.7629905,-6.6152844,0.95632243,0.44759682,begada
429,0.16523595,0.31364706,1773.5635701745493,1878.9812481079132,3355.0713790090463,0.08776666505417957,-121.5431,108.62405,-28.961407,36.301785,-0.07810497,-3.3123968,-7.817466,5.4912395,-19.036428,3.6654322,-6.435061,-0.34606206,-2.4405308,begada
430,0.03207205,0.23932971,2199.25953135521,2376.340839572104,4788.279379263013,0.08697301905959752,-307.78983,80.31706,-11.826719,11.0238905,-7.037684,8.532664,-24.355661,-16.03135,-8.499186,-13.783723,-1.0402356,-2.3274677,-9.926992,begada
431,0.06756965,0.23891816,2053.609672405158,2223.9964057571187,4452.298077562645,0.08499192748645511,-188.40172,95.26492,-17.836771,6.567728,-19.032246,11.350778,-15.503108,-14.001332,-10.667941,-7.962525,0.8662957,2.467012,-16.507124,begada
432,0.06408254,0.24297307,2022.4268946241507,2216.8405584604393,4376.681868136851,0.08501535893962849,-192.26665,98.995735,-15.290834,6.6229,-16.253881,11.327485,-16.32979,-10.636634,-9.703109,-8.824763,0.51181054,0.86778337,-11.121551,begada
433,0.060609486,0.24465066,1907.9797827251473,2179.495900404509,4044.7922083615517,0.08039369376451239,-201.8583,104.02158,-12.272146,13.730583,-7.113922,10.298163,-13.200847,-8.129302,-11.194161,-8.522001,-2.7596176,-1.9094409,-7.7381225,begada
434,0.052476447,0.27791247,1993.2607131712687,2295.7175935495816,4422.18159300624,0.08177614950174149,-213.11446,103.04059,-7.5238743,9.053479,-9.494129,13.179134,-12.572071,-8.214844,-7.438913,-8.286109,0.978422,1.4590925,-7.519618,begada
435,0.07456157,0.23704462,1956.1776310389635,2275.489821439556,4342.098743922939,0.07100183823529412,-189.46352,97.32449,-12.293973,9.756944,-12.994277,9.414451,-13.50194,-10.647479,-8.480926,-12.136767,-1.7821162,-2.652509,-8.973512,begada
436,0.077432014,0.23790646,1921.7544677455394,2190.441833472165,4125.175055630805,0.0746219977505805,-185.07576,100.17556,-13.364265,16.9132,-9.906979,8.684853,-14.421225,-13.413218,-7.981443,-10.053404,-2.972982,-0.22059731,-10.132593,begada
437,0.056018237,0.27206293,1954.2207388421134,2261.5958491535353,4299.174003482972,0.0815826510497291,-221.61607,104.365974,-7.6312265,13.004381,-8.572349,11.115102,-13.714847,-9.078218,-9.745833,-7.669772,0.5703025,0.7609237,-6.932094,begada
438,0.083815135,0.22324078,1925.820745121278,2239.6656798424774,4138.691640564532,0.07122330326044891,-179.71852,100.99144,-9.945479,11.42598,-8.984217,11.089255,-12.30124,-9.683986,-12.732818,-7.117668,-2.2214518,0.9539366,-11.612733,begada
439,0.07537212,0.26484603,1985.249781557699,2250.8279929937594,4320.2405427631575,0.07999271357391641,-171.62431,102.93027,-9.441351,11.708636,-11.768841,9.731998,-14.933733,-9.5665865,-9.496616,-7.333072,-0.45223442,-0.12172604,-9.588045,begada
440,0.043225337,0.24199438,1645.1649189858774,1599.9751279555837,2788.1998068038893,0.08848737120259288,-307.54465,103.44304,-62.304325,-15.260621,-27.913979,-18.123344,-13.412342,-13.847176,-14.647117,-5.1550956,-7.714783,-2.7550025,-3.0190403,behag
441,0.04608812,0.24029157,1659.0779643285048,1635.630343223585,2791.316454624613,0.0860796004256966,-294.25613,102.832794,-60.506996,-13.686182,-25.378984,-20.343958,-13.461695,-11.056035,-21.335892,-8.574624,-8.180436,-1.4044625,-4.5428314,behag
442,0.04170089,0.22695331,1626.7423502067952,1575.217813269555,2801.8330576988196,0.08518769349845201,-296.36603,106.314674,-64.034805,-10.83255,-31.100214,-22.689552,-10.419396,-13.082252,-19.455566,-5.5689397,-7.612787,0.87067574,-4.0968003,behag
443,0.041794714,0.25579935,1592.9842962947446,1589.7413167229129,2728.7918327024477,0.0804129680243808,-299.1454,115.10848,-62.380383,-8.567648,-21.066345,-19.73713,-13.96552,-12.713511,-14.460658,-3.5936778,-10.777576,-5.8284726,-5.3695345,behag
444,0.040013604,0.2669456,1565.208788964195,1621.1232197106058,2756.033334643479,0.07637104235197369,-291.68808,122.443054,-53.298363,0.20368716,-15.320483,-16.16911,-12.372258,-12.357005,-14.525383,-5.4080534,-13.091128,-4.6199417,-5.27132,behag
445,0.059684448,0.25583652,1663.0478531660337,1708.4816820194567,2920.965670653541,0.08217788554566563,-234.02443,119.62556,-47.506935,2.7776284,-7.7437916,-4.199362,-10.010404,-7.992873,-10.377522,-1.7180983,-5.6709447,-2.0566242,-2.098596,behag
446,0.071381114,0.22795254,1797.5947064163204,1829.5929031089977,3213.613901049729,0.08474060625483747,-213.22566,106.19299,-46.13419,3.0514133,-7.1593165,-3.642522,-12.967895,-9.005466,-11.699079,0.3665473,-6.9769244,0.56122565,-3.1787827,behag
447,0.05003631,0.27417198,1715.1282568298952,1780.6894202936512,3173.7891418645995,0.07853505043053406,-230.79317,120.21358,-45.20385,11.5468025,-7.439399,-1.3254982,-10.236597,-10.626057,-11.27796,-2.3765423,-8.789797,0.41056952,-4.7241306,behag
448,0.07990039,0.2235653,1862.7300857122145,1812.074741930766,3278.6218412889416,0.08977307771381579,-204.23227,96.46464,-55.059185,4.8813066,-9.047439,-4.879858,-13.252437,-10.213038,-14.394239,-3.3179617,-5.557325,3.907956,-3.8792448,behag
449,0.057970755,0.28065902,1774.0535578099757,1767.8702972811536,3184.9057413107103,0.09020882715750773,-211.01952,117.97407,-48.253838,7.184785,-6.4957705,-1.9344363,-13.956173,-10.932521,-10.631019,0.40097433,-6.51439,-0.41041702,-5.1402264,behag
450,0.13115154,0.27014256,1655.4747813472125,1769.3140654497324,3235.663767717202,0.07458458301083591,-152.64769,116.36587,-41.128754,27.133284,-4.862501,-14.714751,-10.56193,-24.424181,-19.378561,-2.7039719,-11.432134,-1.5406164,-5.540889,behag
451,0.168283,0.28021592,1678.6501918261433,1779.9203285847916,3191.8306994364357,0.07841524767801858,-111.69511,120.306984,-37.868332,24.055836,-6.196559,-9.080583,-10.12508,-16.466612,-13.615017,-0.77132314,-8.530891,-0.99012315,-4.55612,behag
452,0.15551281,0.289211,1646.1085989522342,1774.9679437195575,3122.1311209002515,0.07825727433243033,-115.40276,121.87671,-40.612576,24.068167,-3.3748417,-8.499095,-9.426898,-15.753439,-17.25511,-0.54054296,-7.9295287,1.5639614,-5.4130306,behag
453,0.17154439,0.3037064,1779.0217643412127,1858.7432903637489,3382.1295487253287,0.0859458143866099,-95.044395,115.72512,-40.60409,21.00152,-4.6026087,-8.825065,-11.405243,-16.752502,-14.384373,-0.77189595,-9.388628,-0.5167152,-6.460771,behag
454,0.17257603,0.3093549,1772.4999585300116,1847.333888822407,3377.9712405367163,0.08754860136900154,-94.10903,117.69449,-40.670803,20.095434,-6.8273096,-9.049178,-11.727387,-16.405394,-14.291779,-0.14391547,-7.6722574,0.17675343,-6.3866854,behag
455,0.1264364,0.28644863,1702.3377090162337,1848.3865959126308,3259.7636219886804,0.0774069393382353,-141.0869,115.74374,-34.722534,28.922935,-1.4753985,-3.3445075,-13.071007,-12.917584,-14.972351,-1.8028816,-7.482696,-0.9464215,-7.032477,behag
456,0.16779892,0.2893557,1684.8304368970719,1788.7454849351166,3217.6638765600815,0.078499903250774,-110.68378,116.58514,-41.07554,22.994902,-8.359567,-8.434674,-14.179889,-15.88196,-14.112284,-2.3157089,-8.860662,0.8684999,-6.005359,behag
457,0.1693483,0.3047064,1692.1861826692973,1766.7582508806743,3177.7141181308048,0.0831638962122678,-100.02131,120.8219,-42.899044,22.867796,-7.357559,-9.136765,-12.988517,-14.014866,-15.428989,-1.6724751,-6.2766953,1.6369202,-1.9905337,behag
458,0.16147104,0.30134365,1695.1286304721746,1788.4657730340941,3134.6143787490323,0.08427462267801858,-112.19205,117.677605,-39.412594,24.084997,-4.1953974,-4.090373,-13.757143,-9.864541,-15.5248375,-3.0590696,-4.0425596,2.555638,-5.2466054,behag
