,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,tonic
654,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Geeta Nayakan/Geeta Nayakan.mp3.mp3-7,0.1262147,0.25291884,1923.965871281407,1937.984109817637,3681.3460446475597,0.09993443864115169,-139.09334,98.05464,-35.05049,25.586884,-13.582167,-7.025832,-8.474615,-11.754918,-8.488228,1.1242019,-7.399054,-4.5478425,-11.358279,-2.901157,-6.254612,-2.916292,0.5436818,5.1291475,3.084764,-3.2611632,130.059356
655,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-1,0.061287176,0.24606718,2137.232396856832,1970.5431337592706,3855.876684041215,0.10204152204672988,-239.21045,72.91653,-45.559223,27.465635,-19.4253,-26.500822,-15.097777,-20.439798,-8.136052,-6.8485694,-14.802954,-8.282325,-8.663368,-3.8458006,-6.6327953,-0.19593234,5.3533072,4.307931,-0.9591949,7.2550983,195.997718
656,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-2,0.13378435,0.3056918,1848.8441319686679,1945.2529182269352,3687.365203007087,0.08280373210139319,-132.22787,105.269325,-27.718063,39.22735,-9.2659445,-13.731349,-5.1267824,-14.584622,-12.835853,-6.4134398,-12.449842,-0.95385253,-15.3308735,-4.210204,-3.4212298,-8.253747,0.051026065,1.7099371,-8.87526,-0.71630216,195.997718
657,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-3,0.13677588,0.27927682,1870.3578110858066,1944.4543260094852,3646.332117795206,0.08762739907846362,-129.7848,101.07558,-27.05864,35.324482,-10.636065,-9.90136,-8.795773,-9.345276,-11.971964,-5.2507553,-9.824789,-2.587006,-14.578699,-4.473404,-7.30585,-1.2589314,0.24858557,-1.9575764,-3.9879136,0.48347384,195.997718
658,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-4,0.144037,0.2957266,1989.8449339879833,2012.0965431604889,3870.247430476611,0.0950287148679373,-118.13615,95.66717,-26.513,35.346798,-12.789174,-10.5172,-8.408233,-8.828205,-10.383069,-3.1297064,-10.305239,-2.75556,-12.22926,-2.519631,-5.2769513,1.1795702,2.937575,1.2108374,-3.3034616,0.00018376684,195.997718
659,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-5,0.13090661,0.28690264,2044.2666807044593,2038.5115581444381,3936.2511980275253,0.09695047195481811,-126.53706,92.223854,-29.51594,33.307194,-14.201054,-14.667591,-8.56862,-15.12741,-11.323363,-4.4228263,-11.76225,-2.2868428,-13.957533,-3.3014297,-5.348134,-5.3617644,0.57951206,1.2564254,-6.602481,-2.0653024,195.997718
660,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-6,0.15921578,0.2951705,2028.933015422725,2023.128721156603,3935.0678718496033,0.10033442730505031,-102.52608,94.52315,-27.650148,34.020603,-16.826214,-11.783737,-9.351307,-13.900641,-13.383246,-4.3643737,-10.377722,-1.4668472,-14.666398,-2.0814378,-7.1239495,-2.3961678,1.5734565,1.07281,-2.9667728,0.44420305,195.997718
661,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-7,0.12837178,0.28229544,1961.1328227017825,2011.9008814707454,3860.034992229828,0.09239740046923374,-136.81702,98.21451,-26.507212,38.024364,-11.345662,-13.057674,-9.407841,-11.915902,-10.437853,-5.841341,-8.2368,-1.1995171,-14.444488,-0.6803218,-5.1380258,-2.012496,1.0806732,1.9222437,-3.9091208,-2.7895186,195.997718
662,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-8,0.12807812,0.292538,2023.4871411900695,2029.4222400629508,3918.5013053586977,0.09340419710236068,-126.696304,94.383934,-28.497183,34.385677,-15.232921,-16.532192,-11.572415,-12.97584,-11.088444,-5.3415284,-6.9471464,-1.8957697,-13.375432,-0.46746397,-7.262791,-1.311153,2.4860816,1.2365297,-2.9103749,-0.28978178,195.997718
663,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-9,0.14232245,0.29277438,2040.6916421285318,2021.5829853561452,3970.784322543779,0.0990570351804373,-125.11946,95.37111,-27.451038,37.753174,-15.869337,-16.903595,-9.31838,-13.715164,-11.591853,-4.929856,-6.482437,0.20703739,-14.395668,0.12526526,-7.340332,-3.0039203,1.1737226,1.5338337,-4.370656,2.1285613,195.997718
664,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-10,0.11115816,0.2874221,2029.9361819478045,2006.4575917885268,3916.8721485433193,0.09893609864792957,-141.54016,95.30287,-30.047148,33.79482,-15.098545,-14.123556,-9.490745,-9.677226,-10.248061,-2.6111565,-4.505623,-2.1628957,-10.013914,-1.0557787,-6.8735213,1.3838711,4.538169,2.632499,-1.0118189,-1.4242783,195.997718
665,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-11,0.13502486,0.30771875,2175.564894826195,2065.912713011762,4170.058117562403,0.10930942972378097,-105.95934,91.180214,-28.382605,37.893772,-17.255167,-13.268221,-10.090643,-7.360322,-7.8840756,-1.565962,-5.692504,-3.3754864,-13.298916,-3.4760902,-6.1661167,0.48243034,4.1656346,0.29060048,-1.935076,0.59131265,195.997718
666,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-12,0.18652917,0.31629118,2038.3207866430266,2034.9546599135506,4056.821302289933,0.09588018364212461,-86.60076,97.56277,-28.041348,35.7458,-18.689049,-15.272588,-11.331845,-14.865002,-8.645903,-5.173772,-7.652864,-1.2250446,-16.872614,-2.9177716,-8.740688,-5.805708,0.19273235,-1.9661982,-6.070941,0.9965447,195.997718
667,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3-13,0.11174369,0.30052996,1802.8639926936023,1911.8690316261968,3557.572360883585,0.0890667769160584,-142.5547,110.51042,-30.44971,32.37123,-14.303569,-10.776118,-13.080164,-13.690955,-6.385944,-1.1411071,-4.498122,-3.9796057,-13.280444,-0.37665147,-8.868019,-3.087223,1.8499401,0.5112687,-0.7579111,-1.4041004,195.997718
668,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Thillana Pahadi/Thillana Pahadi.mp3.mp3-1,0.13508143,0.2787695,1945.1876549887015,2045.3838157762634,3787.7104295665636,0.08638364242695433,-133.92494,94.71784,-25.03325,35.690254,-9.013404,-19.351383,-9.9074,-14.050128,-8.887271,-6.1989503,-14.5662155,-1.1628029,-12.810862,-0.6270817,-8.347816,-7.0420876,-1.2598373,-1.8880008,-7.862988,-1.1891104,130.812783
669,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Thillana Pahadi/Thillana Pahadi.mp3.mp3-2,0.14872012,0.27402812,1912.831711137833,2031.4004673756551,3752.6981412810806,0.0859148244001548,-130.51256,95.92744,-24.790438,33.456455,-10.406405,-17.051594,-8.285282,-13.369431,-6.4141016,-6.4499044,-11.965043,-0.5547762,-12.993363,-2.232379,-8.122527,-5.303379,1.1053619,-0.035833966,-2.6397083,-1.4830112,130.812783
670,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Thillana Pahadi/Thillana Pahadi.mp3.mp3-3,0.14862774,0.26423848,2012.6843662546885,2038.042739422408,3934.317876384723,0.09343178574883901,-119.3558,91.42103,-29.59141,29.435314,-16.414446,-14.296846,-8.235022,-15.560276,-5.1325426,-2.4935915,-13.852425,-3.1144285,-12.936449,-3.19552,-9.18835,-8.119838,0.441561,-3.0179832,-4.2037554,1.4902736,130.812783
671,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Thillana Pahadi/Thillana Pahadi.mp3.mp3-4,0.1463958,0.28138226,2043.9468105977262,2082.979007479428,4027.875643987036,0.09506858613099846,-133.82205,90.30228,-25.371843,39.434845,-9.245623,-19.388895,-10.48738,-14.608765,-6.529745,-9.523527,-12.904705,0.80895144,-15.109049,2.1839147,-6.5466604,-7.0944605,2.4990704,-3.4948692,-7.2634277,-0.679345,130.812783
672,D:/carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Thillana Pahadi/Thillana Pahadi.mp3.mp3-5,0.12048586,0.28394496,1888.2346790544511,2018.1172874582805,3682.6725449672963,0.08715468836517165,-144.31279,100.02317,-25.958424,32.243607,-8.174238,-15.060693,-9.897492,-10.362037,-8.007722,-6.166344,-9.49646,-4.0904746,-11.852496,-1.0070527,-7.0052123,-5.092843,-2.18407,-3.5812302,-4.0668497,-1.9711171,130.812783
673,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-1,0.085320674,0.26694423,1534.819261656485,1746.3659950351241,2979.386150726224,0.06706573202883127,-221.44035,117.73497,-25.445276,29.40454,-0.50330627,-13.406111,-10.526917,-18.009306,-15.961391,-6.564624,-13.70236,-7.0184445,-4.981129,-4.759546,-8.341059,0.8394133,-9.630943,-1.8119671,-4.392789,-2.8016868,170.625924
674,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-2,0.17365381,0.31485006,1632.9231687398521,1831.006948440601,3134.397713392512,0.07405208434113777,-112.71912,118.96342,-32.095074,29.466394,1.2641742,-10.820294,-12.8074875,-15.9446535,-14.573094,0.18015005,-13.369529,-1.553002,-4.7337694,-1.7856226,-7.8726854,1.6796991,-11.342699,-0.6666664,-5.4584894,-4.048687,170.625924
675,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-3,0.14718106,0.29290447,1626.400280331201,1819.869169870219,3156.5517460967735,0.07342737156540248,-137.4556,116.019325,-31.546461,35.26416,3.3030355,-6.6313915,-11.6321,-14.225574,-13.296216,-2.978169,-11.5341015,-1.8594215,-7.1061654,-2.3029537,-3.9303968,0.99439543,-10.305272,-0.30480796,-7.01853,-5.2266383,170.625924
676,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-4,0.18765207,0.28547314,1639.2641881527034,1796.1514843734221,3122.5436184059354,0.07506133749758127,-108.573845,116.76197,-36.189198,27.553007,-1.1809323,-5.651102,-10.351617,-14.406635,-13.999706,-1.5439781,-10.667932,0.19518459,-6.1261573,-3.0944629,-5.498337,2.522844,-10.8566475,0.95673466,-6.58341,-6.1649146,170.625924
677,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-5,0.14096238,0.3299138,1606.508701672319,1769.341017007747,3066.6064566503,0.07533382262238777,-141.97586,120.534294,-33.68102,29.503199,-2.9011576,-7.0417123,-10.962426,-13.269701,-12.833121,-0.17298228,-8.339215,-2.6808987,-7.969267,-5.981993,-7.3047147,0.77253145,-10.41329,-1.4912491,-4.134911,-3.2871733,170.625924
678,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-6,0.1661303,0.28575692,1692.017088473026,1796.8890038532138,3203.2306305026123,0.08121473944224071,-117.62513,112.13632,-38.337093,31.373823,-1.4645257,-0.6976053,-13.211902,-13.315729,-14.355991,-4.171814,-10.9035845,-2.6875646,-8.382268,-2.4249542,-4.329839,0.608579,-9.285588,0.5411478,-6.8557296,-5.297304,170.625924
679,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Enadhu Manam Kavalai/Enadhu Manam Kavalai.mp3.mp3-7,0.13581088,0.30693057,1549.6400418495118,1755.1726162226919,2985.58138817856,0.06996422207232603,-158.12048,122.37631,-29.49039,32.396378,2.243618,-5.1660004,-11.1152315,-12.306345,-10.351218,-3.0175838,-8.63062,-0.9512632,-4.6860886,-1.5014023,-5.142692,1.3768729,-8.314572,0.53322315,-3.8758035,-3.5583818,170.625924
680,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Purahara Nandana/Purahara Nandana.mp3.mp3-1,0.15010871,0.28496766,1555.3596937729383,1756.5013028223113,2923.057324672262,0.07208762154121517,-135.74234,124.7773,-33.139233,17.903864,-6.0878215,-9.599386,-10.341544,-18.77362,-17.492737,-0.47121313,-7.9268637,0.98400974,-3.9865904,-5.646447,-8.297421,3.3045259,-12.556504,-3.1588504,-7.905182,-5.3175287,170.625924
681,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Purahara Nandana/Purahara Nandana.mp3.mp3-2,0.16970015,0.29948458,1734.0209430891516,1846.9250028436677,3208.009768270487,0.08562041952883127,-104.50196,115.25897,-38.20049,13.993648,-7.3080163,-5.803862,-9.227403,-15.75179,-13.669931,2.950407,-5.7458596,-0.71917605,-8.256771,-4.519832,-5.1791773,2.3293333,-12.36884,-1.2941288,-6.2868204,-2.2870243,170.625924
682,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Purahara Nandana/Purahara Nandana.mp3.mp3-3,0.18142247,0.31055447,1619.1972664612083,1798.7286931280885,3015.369266474579,0.07480132395268962,-97.194435,124.63649,-33.654232,19.691702,-2.6434822,-3.502114,-10.97243,-14.156518,-12.866814,-0.7751933,-7.5651574,1.0873175,-4.541909,-4.4238243,-3.3716376,2.1673758,-11.8769245,-2.7276669,-6.0373707,-4.1198397,170.625924
683,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Purahara Nandana/Purahara Nandana.mp3.mp3-4,0.073906064,0.32729834,1688.5421720671363,1887.3501835073075,3334.642361332103,0.07720611634419552,-220.67793,115.021774,-24.642435,33.2533,6.6907945,3.8909404,-8.115529,-13.725449,-7.033869,-4.2748895,-4.1661,-3.0849216,-7.194866,-2.835824,-3.5322196,4.057558,-5.9251494,-1.9477633,-4.670875,-4.664566,170.625924
684,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-1,0.07725293,0.24399324,1552.8134790076385,1666.7848076958278,3035.977475192894,0.07027584111358359,-232.74298,120.22941,-39.72591,32.669735,-0.33689308,-17.827494,-7.566351,-19.442322,-21.655594,-7.359626,-9.678001,-1.9794285,-3.1025722,-9.962477,-10.382585,2.927447,-10.661722,-2.187964,-4.2205777,-7.3395596,226.446492
685,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-2,0.16186954,0.31487498,1622.1594389813047,1816.9129328997117,3157.5642399743615,0.07194419837219428,-114.75789,123.75051,-31.943108,26.194983,-3.6085994,-14.079111,-9.549802,-13.370903,-18.885029,-0.8377133,-11.021428,1.0923053,-4.1854534,-6.5593996,-9.714126,3.1102014,-11.667762,-0.9612895,-4.856434,-4.769818,226.446492
686,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-3,0.14982462,0.2994711,1574.7560904964241,1797.7026298992082,3089.864649344524,0.06930343580688854,-130.93602,123.025795,-30.880146,34.751785,5.2357497,-4.7846456,-9.33177,-14.117109,-14.813019,0.27725485,-11.676053,-2.4864943,-5.8741584,-2.7118068,-5.3766365,1.0614305,-10.769814,0.6557156,-5.1048884,-5.3913946,226.446492
687,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-4,0.19410434,0.30362624,1740.938419178278,1841.2680986891758,3362.750499241123,0.08518826038844814,-85.94901,114.9857,-37.45793,25.813177,-5.7802377,-4.475427,-11.603255,-14.888354,-14.95729,-1.452273,-10.68579,0.946514,-6.3292785,-3.0383358,-4.7186456,2.3784103,-14.763303,-0.18117332,-6.0650916,-4.801095,226.446492
688,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-5,0.15931489,0.28913695,1651.1057235520814,1786.4188526645532,3165.664190995066,0.07543472904169891,-121.93622,115.32508,-35.04793,27.942598,-3.6093323,-5.485692,-12.654116,-13.225299,-16.200336,-2.2132683,-6.5075984,-3.078365,-5.6402535,-1.5489379,-4.691992,1.8962147,-8.155013,-0.24080421,-1.7623516,-3.6343226,226.446492
689,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-6,0.18077256,0.30697724,1679.9582504902687,1806.7016307129222,3191.784866380249,0.07928372315208979,-100.63968,116.58947,-37.68073,26.075848,-2.2856495,-4.557576,-14.770109,-14.378493,-14.172696,-1.5380625,-9.535323,-0.33718672,-7.695385,-3.0958421,-6.231787,1.2336222,-12.194373,0.37549174,-3.530448,-5.377404,226.446492
690,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nannu Brova Neeku/Nannu Brova Neeku.mp3.mp3-7,0.09137529,0.29941642,1638.4922172945821,1852.921296298019,3192.29736328125,0.06938844086021505,-190.88687,114.5926,-24.29276,36.54927,11.574186,4.1150246,-13.283116,-11.8605585,-12.815879,-1.1202714,-10.603464,-3.5629194,-7.178175,-0.36015725,-4.8095517,1.3854737,-4.785508,3.638113,-0.021802431,-3.651531,226.446492
691,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-1,0.10947305,0.27535385,1744.3391565358454,1817.1055661485395,3377.4754102016013,0.08594505853328173,-166.41089,111.46297,-37.79783,27.374332,-3.499168,-5.816092,-8.864064,-20.512712,-13.6322365,-3.8579335,-12.91633,-2.3932848,-8.992517,-9.21795,-5.712703,1.8160493,-12.319019,2.3229895,-5.477777,-6.1312284,227.758283
692,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-2,0.1406656,0.28833935,1675.2019870648958,1843.4080689751527,3244.317882053623,0.07729356133900929,-132.6316,115.25666,-34.768272,26.315187,-0.6663685,-5.1826873,-8.930508,-17.143406,-14.883924,1.2144532,-12.444971,-1.8873148,-6.285362,-6.1714606,-4.409854,3.8929896,-11.060975,2.0086148,-4.278974,-6.1691484,227.758283
693,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-3,0.14757138,0.29769126,1666.151920312248,1835.2331381173776,3226.3471573868032,0.07705452272397446,-129.2396,116.64484,-34.087605,27.231092,0.62375665,-5.7509427,-8.915948,-16.184647,-13.499758,0.5593463,-12.149537,-2.1382263,-6.2814374,-5.573914,-4.3526506,3.838096,-12.04809,0.338004,-4.767218,-6.909089,227.758283
694,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-4,0.13798042,0.2829174,1754.6893274892657,1870.1838586956117,3348.84225000907,0.07981282048181114,-134.03484,108.75422,-39.28755,23.995426,-2.7018292,-9.795002,-12.017846,-17.758392,-15.930752,-2.2065578,-11.892707,-2.1129985,-6.303147,-4.8204904,-6.6718507,2.3703544,-14.493064,-2.3530314,-5.620876,-4.5004563,227.758283
695,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-5,0.1442964,0.27988902,1815.3760812551782,1917.5124933290942,3431.4292506167762,0.08410531153250773,-125.78379,105.578,-37.054142,29.49725,3.999708,-7.3509684,-10.447294,-14.007829,-12.371357,-1.6969575,-13.3625345,-1.3197757,-7.6033463,-5.278232,-6.015933,0.3872388,-13.281791,-0.98555094,-6.7490854,-5.6133513,227.758283
696,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Nera Nammiti/Nera Nammiti.mp3.mp3-6,0.13322711,0.30775958,1683.4597763711024,1882.8956413407595,3232.8970572233297,0.0756193306545216,-148.05463,114.29623,-30.658272,26.412592,5.1612616,-0.42090788,-12.137664,-13.124346,-13.100299,-3.9196355,-14.127724,-3.554164,-7.090675,-5.450228,-3.308501,3.7597036,-8.238966,-0.39505002,-5.1099753,-4.7062254,227.758283
697,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Parvathi Ninnu Neranammiti/Parvathi Ninnu Neranammiti.mp3.mp3-1,0.13608092,0.26325917,1671.222783926681,1832.8354241535105,3232.8471180824304,0.07330303369291796,-150.5529,113.817215,-33.019394,26.784143,-3.7428527,-13.293183,-9.912619,-14.72284,-16.79639,-0.39759228,-9.644352,-2.2761567,-3.3881285,-3.575265,-8.687958,6.3153286,-9.5683,-3.8042407,-3.9797628,-6.000989,169.643191
698,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Parvathi Ninnu Neranammiti/Parvathi Ninnu Neranammiti.mp3.mp3-2,0.15360583,0.28522334,1806.7765705233528,1872.6480718780037,3419.400156688395,0.08347133955350232,-118.73631,108.0524,-41.064484,27.427439,-0.4343989,-7.89758,-14.561602,-14.433325,-16.559513,-1.5389214,-9.182336,-0.5427943,-4.3602405,-2.9296749,-7.8050346,4.6917863,-11.877111,-4.3543863,-4.871605,-3.205642,169.643191
699,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Parvathi Ninnu Neranammiti/Parvathi Ninnu Neranammiti.mp3.mp3-3,0.16190055,0.28195918,1717.003964690776,1826.583324552798,3281.775988882909,0.08035873554808437,-120.60783,113.82992,-37.23492,26.554966,-2.4301784,-5.8935175,-13.111888,-14.084432,-12.482655,1.825482,-8.990921,0.1178184,-4.4082274,-2.3321204,-6.581606,4.8254175,-11.41885,-1.2603284,-3.0100813,-3.7107322,169.643191
700,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Parvathi Ninnu Neranammiti/Parvathi Ninnu Neranammiti.mp3.mp3-4,0.17020509,0.29324222,1766.954978821557,1857.572448304766,3348.113087751548,0.08454861950948142,-114.48464,110.6379,-36.757133,30.071133,1.3976775,-6.5216637,-13.047655,-12.524324,-12.809809,-1.2854584,-11.752408,-1.1282256,-6.4768724,-4.795097,-7.550227,6.3865895,-8.533011,-1.1667016,-3.6233652,-3.671644,169.643191
701,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Parvathi Ninnu Neranammiti/Parvathi Ninnu Neranammiti.mp3.mp3-5,0.12921381,0.29026932,1653.0545806000016,1855.2330890372775,3184.6600301016147,0.07344917235059391,-149.83589,115.72898,-29.368876,27.86956,1.9483527,-3.8373766,-15.071547,-11.118446,-12.069854,0.8859566,-10.822265,-0.93848526,-5.4206867,-1.3499548,-5.3545346,4.6975975,-9.870291,-1.247192,-4.1716204,-3.6594393,169.643191
702,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-1,0.06932362,0.2819758,1463.2233213544628,1601.65005969618,2655.5339423495548,0.07374842026654412,-252.83379,130.69658,-39.89223,29.22169,2.5538173,-13.86239,-11.182431,-20.598766,-17.780584,-9.844538,-7.520742,-3.5864968,-4.405618,-8.8402195,-11.353751,4.9398994,-10.646465,-3.394232,-6.2794333,-5.44534,170.625924
703,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-2,0.05974245,0.27309066,1542.7933389246798,1593.8499915884386,2892.424176573384,0.07869359066611842,-251.44147,124.56589,-51.45223,28.343275,-3.3825252,-19.81592,-12.78567,-24.725824,-19.819647,-8.96837,-9.1139345,-6.249172,-6.6646476,-9.803721,-11.290228,3.5337865,-14.454513,-4.6065974,-5.3790064,-8.479148,170.625924
704,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-3,0.070380494,0.26787353,1607.8125268052702,1695.4198695436833,3034.823315505273,0.07365696201383513,-235.6312,119.20339,-49.54239,17.698767,-8.791306,-22.630919,-13.00764,-26.445427,-22.959982,-6.7987094,-9.925595,-3.9336815,-7.472614,-14.118487,-12.987915,3.011225,-21.392519,-2.806509,-6.0296164,-10.049125,170.625924
705,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-4,0.06641414,0.27082333,1787.2364776911577,1741.8003306350254,3274.8801972474844,0.0901842619243421,-231.14981,102.71253,-54.8406,18.712788,-10.678371,-20.344103,-14.377331,-27.90164,-20.705084,-7.485119,-12.586305,-6.460697,-13.862401,-14.451808,-13.667439,-0.45984063,-17.769623,-1.1377722,-6.1816125,-7.8601065,170.625924
706,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-5,0.059099488,0.24136879,1748.8093660987715,1786.6614842530741,3282.1301534079917,0.07864823946642802,-249.80423,98.42764,-51.141865,21.117073,-12.328982,-20.212229,-17.15668,-26.343739,-19.301691,-6.2424417,-14.447731,-9.731778,-16.518167,-14.682255,-13.0860195,-3.2843497,-14.342048,1.4850689,-5.668414,-8.350211,170.625924
707,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-6,0.06739216,0.2613582,1843.9937667902207,1806.8282302039067,3349.3922466833155,0.08832845304034442,-229.69855,93.34764,-55.51762,9.975246,-15.163027,-17.862713,-18.629755,-25.73545,-22.728945,-9.044366,-8.209671,-5.057048,-16.646276,-13.86973,-9.654806,-3.5916185,-17.126232,1.6097189,-8.260001,-8.440716,170.625924
708,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-7,0.06688539,0.28250158,1835.587315072749,1735.0801661285207,3280.4051638387673,0.09488604755224458,-229.99173,98.06759,-58.560795,10.383809,-16.901175,-16.58776,-18.580553,-24.624784,-20.689358,-9.5574255,-8.5468445,-4.7304564,-14.516754,-14.31592,-11.340432,-0.8331809,-17.603254,-1.4749562,-6.960177,-7.800751,170.625924
709,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-8,0.05892375,0.2909964,1560.7250587210415,1645.4858418047038,2984.0027894767077,0.07592489992501934,-242.20201,126.14939,-45.27942,32.46503,-4.07259,-13.912049,-12.02512,-23.007284,-17.881462,-7.0126743,-9.674171,-3.0476406,-8.229501,-11.469852,-10.192822,3.3779702,-14.302825,-4.899801,-4.4150734,-8.659024,170.625924
710,D:/carnatic/Dr S Sundar at Arkay by S Sundar/Geetha Vaadya Natana/Geetha Vaadya Natana.mp3.mp3-9,0.016334962,0.3353764,1802.2124163689166,1570.423484348047,3117.2269838882303,0.10156779097329721,-346.55737,113.83569,-59.332176,40.920372,-16.203056,-9.494113,-16.058151,-14.059248,-11.481071,-14.132156,-13.568096,-15.204386,-16.636942,-10.982296,-17.346872,-7.7207975,-4.8352337,3.5202765,-0.11826922,1.2001623,170.625924
